"D","Delta","EDD_order","P","SPT_order","TT_EDD","TT_SPT","d_by_rank","d_multiset","instance_id","n","p_by_rank","panel","tau_den","tau_num"
"24","2","[2,1,4,3]","14","[1,2,3,4]","7","9","[5,1,11,7]","[1,5,7,11]","A_o008_r00176","4","[1,2,4,7]","A","7","4"
"24","3","[3,1,2,4]","14","[1,2,3,4]","6","9","[5,7,1,11]","[1,5,7,11]","A_o008_r00177","4","[1,2,4,7]","A","7","4"
"24","-2","[4,1,2,3]","14","[1,2,3,4]","15","13","[5,7,11,1]","[1,5,7,11]","A_o008_r00178","4","[1,2,4,7]","A","7","4"
"24","2","[3,1,4,2]","14","[1,2,3,4]","11","13","[5,11,1,7]","[1,5,7,11]","A_o008_r00179","4","[1,2,4,7]","A","7","4"
"24","","[4,1,3,2]","14","[1,2,3,4]","","","[5,11,7,1]","[1,5,7,11]","A_o008_r00180","4","[1,2,4,7]","A","7","4"
"24","2","[2,3,1,4]","14","[1,2,3,4]","5","7","[7,1,5,11]","[1,5,7,11]","A_o008_r00181","4","[1,2,4,7]","A","7","4"
"24","0","[2,4,1,3]","14","[1,2,3,4]","11","11","[7,1,11,5]","[1,5,7,11]","A_o008_r00182","4","[1,2,4,7]","A","7","4"
"24","2","[3,2,1,4]","14","[1,2,3,4]","7","9","[7,5,1,11]","[1,5,7,11]","A_o008_r00183","4","[1,2,4,7]","A","7","4"
"24","","[4,2,1,3]","14","[1,2,3,4]","","","[7,5,11,1]","[1,5,7,11]","A_o008_r00184","4","[1,2,4,7]","A","7","4"
"24","-2","[3,4,1,2]","14","[1,2,3,4]","17","15","[7,11,1,5]","[1,5,7,11]","A_o008_r00185","4","[1,2,4,7]","A","7","4"
"24","","[4,3,1,2]","14","[1,2,3,4]","","","[7,11,5,1]","[1,5,7,11]","A_o008_r00186","4","[1,2,4,7]","A","7","4"
"24","0","[2,3,4,1]","14","[1,2,3,4]","11","11","[11,1,5,7]","[1,5,7,11]","A_o008_r00187","4","[1,2,4,7]","A","7","4"
"24","","[2,4,3,1]","14","[1,2,3,4]","","","[11,1,7,5]","[1,5,7,11]","A_o008_r00188","4","[1,2,4,7]","A","7","4"
"24","0","[3,2,4,1]","14","[1,2,3,4]","13","13","[11,5,1,7]","[1,5,7,11]","A_o008_r00189","4","[1,2,4,7]","A","7","4"
"24","","[4,2,3,1]","14","[1,2,3,4]","","","[11,5,7,1]","[1,5,7,11]","A_o008_r00190","4","[1,2,4,7]","A","7","4"
"24","","[3,4,2,1]","14","[1,2,3,4]","","","[11,7,1,5]","[1,5,7,11]","A_o008_r00191","4","[1,2,4,7]","A","7","4"
"24","","[4,3,2,1]","14","[1,2,3,4]","","","[11,7,5,1]","[1,5,7,11]","A_o008_r00192","4","[1,2,4,7]","A","7","4"
"26","0","[1,2,3,4]","14","[1,2,3,4]","3","3","[1,5,9,11]","[1,5,9,11]","A_o009_r00193","4","[1,2,4,7]","A","28","15"
"26","1","[1,2,4,3]","14","[1,2,3,4]","4","5","[1,5,11,9]","[1,5,9,11]","A_o009_r00194","4","[1,2,4,7]","A","28","15"
"26","2","[1,3,2,4]","14","[1,2,3,4]","3","5","[1,9,5,11]","[1,5,9,11]","A_o009_r00195","4","[1,2,4,7]","A","28","15"
"26","2","[1,4,2,3]","14","[1,2,3,4]","7","9","[1,9,11,5]","[1,5,9,11]","A_o009_r00196","4","[1,2,4,7]","A","28","15"
"26","1","[1,3,4,2]","14","[1,2,3,4]","6","7","[1,11,5,9]","[1,5,9,11]","A_o009_r00197","4","[1,2,4,7]","A","28","15"
"26","0","[1,4,3,2]","14","[1,2,3,4]","9","9","[1,11,9,5]","[1,5,9,11]","A_o009_r00198","4","[1,2,4,7]","A","28","15"
"26","1","[2,1,3,4]","14","[1,2,3,4]","4","5","[5,1,9,11]","[1,5,9,11]","A_o009_r00199","4","[1,2,4,7]","A","28","15"
"26","2","[2,1,4,3]","14","[1,2,3,4]","5","7","[5,1,11,9]","[1,5,9,11]","A_o009_r00200","4","[1,2,4,7]","A","28","15"
"26","3","[3,1,2,4]","14","[1,2,3,4]","6","9","[5,9,1,11]","[1,5,9,11]","A_o009_r00201","4","[1,2,4,7]","A","28","15"
"26","0","[4,1,2,3]","14","[1,2,3,4]","13","13","[5,9,11,1]","[1,5,9,11]","A_o009_r00202","4","[1,2,4,7]","A","28","15"
"26","2","[3,1,4,2]","14","[1,2,3,4]","9","11","[5,11,1,9]","[1,5,9,11]","A_o009_r00203","4","[1,2,4,7]","A","28","15"
"26","-2","[4,1,3,2]","14","[1,2,3,4]","15","13","[5,11,9,1]","[1,5,9,11]","A_o009_r00204","4","[1,2,4,7]","A","28","15"
"26","2","[2,3,1,4]","14","[1,2,3,4]","5","7","[9,1,5,11]","[1,5,9,11]","A_o009_r00205","4","[1,2,4,7]","A","28","15"
"26","","[2,4,1,3]","14","[1,2,3,4]","","","[9,1,11,5]","[1,5,9,11]","A_o009_r00206","4","[1,2,4,7]","A","28","15"
"26","2","[3,2,1,4]","14","[1,2,3,4]","7","9","[9,5,1,11]","[1,5,9,11]","A_o009_r00207","4","[1,2,4,7]","A","28","15"
"26","","[4,2,1,3]","14","[1,2,3,4]","","","[9,5,11,1]","[1,5,9,11]","A_o009_r00208","4","[1,2,4,7]","A","28","15"
"26","0","[3,4,1,2]","14","[1,2,3,4]","15","15","[9,11,1,5]","[1,5,9,11]","A_o009_r00209","4","[1,2,4,7]","A","28","15"
"26","","[4,3,1,2]","14","[1,2,3,4]","","","[9,11,5,1]","[1,5,9,11]","A_o009_r00210","4","[1,2,4,7]","A","28","15"
"26","0","[2,3,4,1]","14","[1,2,3,4]","9","9","[11,1,5,9]","[1,5,9,11]","A_o009_r00211","4","[1,2,4,7]","A","28","15"
"26","","[2,4,3,1]","14","[1,2,3,4]","","","[11,1,9,5]","[1,5,9,11]","A_o009_r00212","4","[1,2,4,7]","A","28","15"
"26","0","[3,2,4,1]","14","[1,2,3,4]","11","11","[11,5,1,9]","[1,5,9,11]","A_o009_r00213","4","[1,2,4,7]","A","28","15"
"26","","[4,2,3,1]","14","[1,2,3,4]","","","[11,5,9,1]","[1,5,9,11]","A_o009_r00214","4","[1,2,4,7]","A","28","15"
"26","","[3,4,2,1]","14","[1,2,3,4]","","","[11,9,1,5]","[1,5,9,11]","A_o009_r00215","4","[1,2,4,7]","A","28","15"
"26","","[4,3,2,1]","14","[1,2,3,4]","","","[11,9,5,1]","[1,5,9,11]","A_o009_r00216","4","[1,2,4,7]","A","28","15"
"28","0","[1,2,3,4]","14","[1,2,3,4]","3","3","[1,7,9,11]","[1,7,9,11]","A_o010_r00217","4","[1,2,4,7]","A","2","1"
"28","1","[1,2,4,3]","14","[1,2,3,4]","4","5","[1,7,11,9]","[1,7,9,11]","A_o010_r00218","4","[1,2,4,7]","A","2","1"
"28","","[1,3,2,4]","14","[1,2,3,4]","","","[1,9,7,11]","[1,7,9,11]","A_o010_r00219","4","[1,2,4,7]","A","2","1"
"28","2","[1,4,2,3]","14","[1,2,3,4]","5","7","[1,9,11,7]","[1,7,9,11]","A_o010_r00220","4","[1,2,4,7]","A","2","1"
"28","","[1,3,4,2]","14","[1,2,3,4]","","","[1,11,7,9]","[1,7,9,11]","A_o010_r00221","4","[1,2,4,7]","A","2","1"
"28","0","[1,4,3,2]","14","[1,2,3,4]","7","7","[1,11,9,7]","[1,7,9,11]","A_o010_r00222","4","[1,2,4,7]","A","2","1"
"28","1","[2,1,3,4]","14","[1,2,3,4]","4","5","[7,1,9,11]","[1,7,9,11]","A_o010_r00223","4","[1,2,4,7]","A","2","1"
"28","2","[2,1,4,3]","14","[1,2,3,4]","5","7","[7,1,11,9]","[1,7,9,11]","A_o010_r00224","4","[1,2,4,7]","A","2","1"
"28","3","[3,1,2,4]","14","[1,2,3,4]","6","9","[7,9,1,11]","[1,7,9,11]","A_o010_r00225","4","[1,2,4,7]","A","2","1"
"28","2","[4,1,2,3]","14","[1,2,3,4]","11","13","[7,9,11,1]","[1,7,9,11]","A_o010_r00226","4","[1,2,4,7]","A","2","1"
"28","2","[3,1,4,2]","14","[1,2,3,4]","9","11","[7,11,1,9]","[1,7,9,11]","A_o010_r00227","4","[1,2,4,7]","A","2","1"
"28","0","[4,1,3,2]","14","[1,2,3,4]","13","13","[7,11,9,1]","[1,7,9,11]","A_o010_r00228","4","[1,2,4,7]","A","2","1"
"28","","[2,3,1,4]","14","[1,2,3,4]","","","[9,1,7,11]","[1,7,9,11]","A_o010_r00229","4","[1,2,4,7]","A","2","1"
"28","","[2,4,1,3]","14","[1,2,3,4]","","","[9,1,11,7]","[1,7,9,11]","A_o010_r00230","4","[1,2,4,7]","A","2","1"
"28","","[3,2,1,4]","14","[1,2,3,4]","","","[9,7,1,11]","[1,7,9,11]","A_o010_r00231","4","[1,2,4,7]","A","2","1"
"28","","[4,2,1,3]","14","[1,2,3,4]","","","[9,7,11,1]","[1,7,9,11]","A_o010_r00232","4","[1,2,4,7]","A","2","1"
"28","0","[3,4,1,2]","14","[1,2,3,4]","13","13","[9,11,1,7]","[1,7,9,11]","A_o010_r00233","4","[1,2,4,7]","A","2","1"
"28","","[4,3,1,2]","14","[1,2,3,4]","","","[9,11,7,1]","[1,7,9,11]","A_o010_r00234","4","[1,2,4,7]","A","2","1"
"28","","[2,3,4,1]","14","[1,2,3,4]","","","[11,1,7,9]","[1,7,9,11]","A_o010_r00235","4","[1,2,4,7]","A","2","1"
"28","","[2,4,3,1]","14","[1,2,3,4]","","","[11,1,9,7]","[1,7,9,11]","A_o010_r00236","4","[1,2,4,7]","A","2","1"
"28","","[3,2,4,1]","14","[1,2,3,4]","","","[11,7,1,9]","[1,7,9,11]","A_o010_r00237","4","[1,2,4,7]","A","2","1"
"28","","[4,2,3,1]","14","[1,2,3,4]","","","[11,7,9,1]","[1,7,9,11]","A_o010_r00238","4","[1,2,4,7]","A","2","1"
"28","","[3,4,2,1]","14","[1,2,3,4]","","","[11,9,1,7]","[1,7,9,11]","A_o010_r00239","4","[1,2,4,7]","A","2","1"
"28","","[4,3,2,1]","14","[1,2,3,4]","","","[11,9,7,1]","[1,7,9,11]","A_o010_r00240","4","[1,2,4,7]","A","2","1"
"24","0","[1,2,3,4]","14","[1,2,3,4]","5","5","[3,5,7,9]","[3,5,7,9]","A_o011_r00241","4","[1,2,4,7]","A","7","4"
"24","-1","[1,2,4,3]","14","[1,2,3,4]","8","7","[3,5,9,7]","[3,5,7,9]","A_o011_r00242","4","[1,2,4,7]","A","7","4"
"24","2","[1,3,2,4]","14","[1,2,3,4]","5","7","[3,7,5,9]","[3,5,7,9]","A_o011_r00243","4","[1,2,4,7]","A","7","4"
"24","-2","[1,4,2,3]","14","[1,2,3,4]","11","9","[3,7,9,5]","[3,5,7,9]","A_o011_r00244","4","[1,2,4,7]","A","7","4"
"24","-1","[1,3,4,2]","14","[1,2,3,4]","10","9","[3,9,5,7]","[3,5,7,9]","A_o011_r00245","4","[1,2,4,7]","A","7","4"
"24","","[1,4,3,2]","14","[1,2,3,4]","","","[3,9,7,5]","[3,5,7,9]","A_o011_r00246","4","[1,2,4,7]","A","7","4"
"24","","[2,1,3,4]","14","[1,2,3,4]","","","[5,3,7,9]","[3,5,7,9]","A_o011_r00247","4","[1,2,4,7]","A","7","4"
"24","","[2,1,4,3]","14","[1,2,3,4]","","","[5,3,9,7]","[3,5,7,9]","A_o011_r00248","4","[1,2,4,7]","A","7","4"
"24","3","[3,1,2,4]","14","[1,2,3,4]","6","9","[5,7,3,9]","[3,5,7,9]","A_o011_r00249","4","[1,2,4,7]","A","7","4"
"24","-4","[4,1,2,3]","14","[1,2,3,4]","15","11","[5,7,9,3]","[3,5,7,9]","A_o011_r00250","4","[1,2,4,7]","A","7","4"
"24","0","[3,1,4,2]","14","[1,2,3,4]","11","11","[5,9,3,7]","[3,5,7,9]","A_o011_r00251","4","[1,2,4,7]","A","7","4"
"24","","[4,1,3,2]","14","[1,2,3,4]","","","[5,9,7,3]","[3,5,7,9]","A_o011_r00252","4","[1,2,4,7]","A","7","4"
"24","1","[2,3,1,4]","14","[1,2,3,4]","6","7","[7,3,5,9]","[3,5,7,9]","A_o011_r00253","4","[1,2,4,7]","A","7","4"
"24","","[2,4,1,3]","14","[1,2,3,4]","","","[7,3,9,5]","[3,5,7,9]","A_o011_r00254","4","[1,2,4,7]","A","7","4"
"24","2","[3,2,1,4]","14","[1,2,3,4]","7","9","[7,5,3,9]","[3,5,7,9]","A_o011_r00255","4","[1,2,4,7]","A","7","4"
"24","","[4,2,1,3]","14","[1,2,3,4]","","","[7,5,9,3]","[3,5,7,9]","A_o011_r00256","4","[1,2,4,7]","A","7","4"
"24","-4","[3,4,1,2]","14","[1,2,3,4]","17","13","[7,9,3,5]","[3,5,7,9]","A_o011_r00257","4","[1,2,4,7]","A","7","4"
"24","","[4,3,1,2]","14","[1,2,3,4]","","","[7,9,5,3]","[3,5,7,9]","A_o011_r00258","4","[1,2,4,7]","A","7","4"
"24","-3","[2,3,4,1]","14","[1,2,3,4]","12","9","[9,3,5,7]","[3,5,7,9]","A_o011_r00259","4","[1,2,4,7]","A","7","4"
"24","","[2,4,3,1]","14","[1,2,3,4]","","","[9,3,7,5]","[3,5,7,9]","A_o011_r00260","4","[1,2,4,7]","A","7","4"
"24","-2","[3,2,4,1]","14","[1,2,3,4]","13","11","[9,5,3,7]","[3,5,7,9]","A_o011_r00261","4","[1,2,4,7]","A","7","4"
"24","","[4,2,3,1]","14","[1,2,3,4]","","","[9,5,7,3]","[3,5,7,9]","A_o011_r00262","4","[1,2,4,7]","A","7","4"
"24","","[3,4,2,1]","14","[1,2,3,4]","","","[9,7,3,5]","[3,5,7,9]","A_o011_r00263","4","[1,2,4,7]","A","7","4"
"24","","[4,3,2,1]","14","[1,2,3,4]","","","[9,7,5,3]","[3,5,7,9]","A_o011_r00264","4","[1,2,4,7]","A","7","4"
"26","0","[1,2,3,4]","14","[1,2,3,4]","3","3","[3,5,7,11]","[3,5,7,11]","A_o012_r00265","4","[1,2,4,7]","A","28","15"
"26","1","[1,2,4,3]","14","[1,2,3,4]","6","7","[3,5,11,7]","[3,5,7,11]","A_o012_r00266","4","[1,2,4,7]","A","28","15"
"26","2","[1,3,2,4]","14","[1,2,3,4]","3","5","[3,7,5,11]","[3,5,7,11]","A_o012_r00267","4","[1,2,4,7]","A","28","15"
"26","0","[1,4,2,3]","14","[1,2,3,4]","9","9","[3,7,11,5]","[3,5,7,11]","A_o012_r00268","4","[1,2,4,7]","A","28","15"
"26","1","[1,3,4,2]","14","[1,2,3,4]","8","9","[3,11,5,7]","[3,5,7,11]","A_o012_r00269","4","[1,2,4,7]","A","28","15"
"26","","[1,4,3,2]","14","[1,2,3,4]","","","[3,11,7,5]","[3,5,7,11]","A_o012_r00270","4","[1,2,4,7]","A","28","15"
"26","","[2,1,3,4]","14","[1,2,3,4]","","","[5,3,7,11]","[3,5,7,11]","A_o012_r00271","4","[1,2,4,7]","A","28","15"
"26","","[2,1,4,3]","14","[1,2,3,4]","","","[5,3,11,7]","[3,5,7,11]","A_o012_r00272","4","[1,2,4,7]","A","28","15"
"26","3","[3,1,2,4]","14","[1,2,3,4]","4","7","[5,7,3,11]","[3,5,7,11]","A_o012_r00273","4","[1,2,4,7]","A","28","15"
"26","-2","[4,1,2,3]","14","[1,2,3,4]","13","11","[5,7,11,3]","[3,5,7,11]","A_o012_r00274","4","[1,2,4,7]","A","28","15"
"26","2","[3,1,4,2]","14","[1,2,3,4]","9","11","[5,11,3,7]","[3,5,7,11]","A_o012_r00275","4","[1,2,4,7]","A","28","15"
"26","","[4,1,3,2]","14","[1,2,3,4]","","","[5,11,7,3]","[3,5,7,11]","A_o012_r00276","4","[1,2,4,7]","A","28","15"
"26","1","[2,3,1,4]","14","[1,2,3,4]","4","5","[7,3,5,11]","[3,5,7,11]","A_o012_r00277","4","[1,2,4,7]","A","28","15"
"26","","[2,4,1,3]","14","[1,2,3,4]","","","[7,3,11,5]","[3,5,7,11]","A_o012_r00278","4","[1,2,4,7]","A","28","15"
"26","2","[3,2,1,4]","14","[1,2,3,4]","5","7","[7,5,3,11]","[3,5,7,11]","A_o012_r00279","4","[1,2,4,7]","A","28","15"
"26","","[4,2,1,3]","14","[1,2,3,4]","","","[7,5,11,3]","[3,5,7,11]","A_o012_r00280","4","[1,2,4,7]","A","28","15"
"26","-2","[3,4,1,2]","14","[1,2,3,4]","15","13","[7,11,3,5]","[3,5,7,11]","A_o012_r00281","4","[1,2,4,7]","A","28","15"
"26","","[4,3,1,2]","14","[1,2,3,4]","","","[7,11,5,3]","[3,5,7,11]","A_o012_r00282","4","[1,2,4,7]","A","28","15"
"26","-1","[2,3,4,1]","14","[1,2,3,4]","10","9","[11,3,5,7]","[3,5,7,11]","A_o012_r00283","4","[1,2,4,7]","A","28","15"
"26","","[2,4,3,1]","14","[1,2,3,4]","","","[11,3,7,5]","[3,5,7,11]","A_o012_r00284","4","[1,2,4,7]","A","28","15"
"26","0","[3,2,4,1]","14","[1,2,3,4]","11","11","[11,5,3,7]","[3,5,7,11]","A_o012_r00285","4","[1,2,4,7]","A","28","15"
"26","","[4,2,3,1]","14","[1,2,3,4]","","","[11,5,7,3]","[3,5,7,11]","A_o012_r00286","4","[1,2,4,7]","A","28","15"
"26","","[3,4,2,1]","14","[1,2,3,4]","","","[11,7,3,5]","[3,5,7,11]","A_o012_r00287","4","[1,2,4,7]","A","28","15"
"26","","[4,3,2,1]","14","[1,2,3,4]","","","[11,7,5,3]","[3,5,7,11]","A_o012_r00288","4","[1,2,4,7]","A","28","15"
"28","0","[1,2,3,4]","14","[1,2,3,4]","3","3","[3,5,9,11]","[3,5,9,11]","A_o013_r00289","4","[1,2,4,7]","A","2","1"
"28","1","[1,2,4,3]","14","[1,2,3,4]","4","5","[3,5,11,9]","[3,5,9,11]","A_o013_r00290","4","[1,2,4,7]","A","2","1"
"28","2","[1,3,2,4]","14","[1,2,3,4]","3","5","[3,9,5,11]","[3,5,9,11]","A_o013_r00291","4","[1,2,4,7]","A","2","1"
"28","2","[1,4,2,3]","14","[1,2,3,4]","7","9","[3,9,11,5]","[3,5,9,11]","A_o013_r00292","4","[1,2,4,7]","A","2","1"
"28","1","[1,3,4,2]","14","[1,2,3,4]","6","7","[3,11,5,9]","[3,5,9,11]","A_o013_r00293","4","[1,2,4,7]","A","2","1"
"28","0","[1,4,3,2]","14","[1,2,3,4]","9","9","[3,11,9,5]","[3,5,9,11]","A_o013_r00294","4","[1,2,4,7]","A","2","1"
"28","","[2,1,3,4]","14","[1,2,3,4]","","","[5,3,9,11]","[3,5,9,11]","A_o013_r00295","4","[1,2,4,7]","A","2","1"
"28","","[2,1,4,3]","14","[1,2,3,4]","","","[5,3,11,9]","[3,5,9,11]","A_o013_r00296","4","[1,2,4,7]","A","2","1"
"28","3","[3,1,2,4]","14","[1,2,3,4]","4","7","[5,9,3,11]","[3,5,9,11]","A_o013_r00297","4","[1,2,4,7]","A","2","1"
"28","0","[4,1,2,3]","14","[1,2,3,4]","11","11","[5,9,11,3]","[3,5,9,11]","A_o013_r00298","4","[1,2,4,7]","A","2","1"
"28","2","[3,1,4,2]","14","[1,2,3,4]","7","9","[5,11,3,9]","[3,5,9,11]","A_o013_r00299","4","[1,2,4,7]","A","2","1"
"28","-2","[4,1,3,2]","14","[1,2,3,4]","13","11","[5,11,9,3]","[3,5,9,11]","A_o013_r00300","4","[1,2,4,7]","A","2","1"
"28","1","[2,3,1,4]","14","[1,2,3,4]","4","5","[9,3,5,11]","[3,5,9,11]","A_o013_r00301","4","[1,2,4,7]","A","2","1"
"28","","[2,4,1,3]","14","[1,2,3,4]","","","[9,3,11,5]","[3,5,9,11]","A_o013_r00302","4","[1,2,4,7]","A","2","1"
"28","2","[3,2,1,4]","14","[1,2,3,4]","5","7","[9,5,3,11]","[3,5,9,11]","A_o013_r00303","4","[1,2,4,7]","A","2","1"
"28","","[4,2,1,3]","14","[1,2,3,4]","","","[9,5,11,3]","[3,5,9,11]","A_o013_r00304","4","[1,2,4,7]","A","2","1"
"28","0","[3,4,1,2]","14","[1,2,3,4]","13","13","[9,11,3,5]","[3,5,9,11]","A_o013_r00305","4","[1,2,4,7]","A","2","1"
"28","","[4,3,1,2]","14","[1,2,3,4]","","","[9,11,5,3]","[3,5,9,11]","A_o013_r00306","4","[1,2,4,7]","A","2","1"
"28","-1","[2,3,4,1]","14","[1,2,3,4]","8","7","[11,3,5,9]","[3,5,9,11]","A_o013_r00307","4","[1,2,4,7]","A","2","1"
"28","","[2,4,3,1]","14","[1,2,3,4]","","","[11,3,9,5]","[3,5,9,11]","A_o013_r00308","4","[1,2,4,7]","A","2","1"
"28","0","[3,2,4,1]","14","[1,2,3,4]","9","9","[11,5,3,9]","[3,5,9,11]","A_o013_r00309","4","[1,2,4,7]","A","2","1"
"28","","[4,2,3,1]","14","[1,2,3,4]","","","[11,5,9,3]","[3,5,9,11]","A_o013_r00310","4","[1,2,4,7]","A","2","1"
"28","","[3,4,2,1]","14","[1,2,3,4]","","","[11,9,3,5]","[3,5,9,11]","A_o013_r00311","4","[1,2,4,7]","A","2","1"
"28","","[4,3,2,1]","14","[1,2,3,4]","","","[11,9,5,3]","[3,5,9,11]","A_o013_r00312","4","[1,2,4,7]","A","2","1"
"30","0","[1,2,3,4]","14","[1,2,3,4]","3","3","[3,7,9,11]","[3,7,9,11]","A_o014_r00313","4","[1,2,4,7]","A","28","13"
"30","1","[1,2,4,3]","14","[1,2,3,4]","4","5","[3,7,11,9]","[3,7,9,11]","A_o014_r00314","4","[1,2,4,7]","A","28","13"
"30","","[1,3,2,4]","14","[1,2,3,4]","","","[3,9,7,11]","[3,7,9,11]","A_o014_r00315","4","[1,2,4,7]","A","28","13"
"30","2","[1,4,2,3]","14","[1,2,3,4]","5","7","[3,9,11,7]","[3,7,9,11]","A_o014_r00316","4","[1,2,4,7]","A","28","13"
"30","","[1,3,4,2]","14","[1,2,3,4]","","","[3,11,7,9]","[3,7,9,11]","A_o014_r00317","4","[1,2,4,7]","A","28","13"
"30","0","[1,4,3,2]","14","[1,2,3,4]","7","7","[3,11,9,7]","[3,7,9,11]","A_o014_r00318","4","[1,2,4,7]","A","28","13"
"30","","[2,1,3,4]","14","[1,2,3,4]","","","[7,3,9,11]","[3,7,9,11]","A_o014_r00319","4","[1,2,4,7]","A","28","13"
"30","","[2,1,4,3]","14","[1,2,3,4]","","","[7,3,11,9]","[3,7,9,11]","A_o014_r00320","4","[1,2,4,7]","A","28","13"
"30","3","[3,1,2,4]","14","[1,2,3,4]","4","7","[7,9,3,11]","[3,7,9,11]","A_o014_r00321","4","[1,2,4,7]","A","28","13"
"30","2","[4,1,2,3]","14","[1,2,3,4]","9","11","[7,9,11,3]","[3,7,9,11]","A_o014_r00322","4","[1,2,4,7]","A","28","13"
"30","2","[3,1,4,2]","14","[1,2,3,4]","7","9","[7,11,3,9]","[3,7,9,11]","A_o014_r00323","4","[1,2,4,7]","A","28","13"
"30","0","[4,1,3,2]","14","[1,2,3,4]","11","11","[7,11,9,3]","[3,7,9,11]","A_o014_r00324","4","[1,2,4,7]","A","28","13"
"30","","[2,3,1,4]","14","[1,2,3,4]","","","[9,3,7,11]","[3,7,9,11]","A_o014_r00325","4","[1,2,4,7]","A","28","13"
"30","","[2,4,1,3]","14","[1,2,3,4]","","","[9,3,11,7]","[3,7,9,11]","A_o014_r00326","4","[1,2,4,7]","A","28","13"
"30","","[3,2,1,4]","14","[1,2,3,4]","","","[9,7,3,11]","[3,7,9,11]","A_o014_r00327","4","[1,2,4,7]","A","28","13"
"30","","[4,2,1,3]","14","[1,2,3,4]","","","[9,7,11,3]","[3,7,9,11]","A_o014_r00328","4","[1,2,4,7]","A","28","13"
"30","0","[3,4,1,2]","14","[1,2,3,4]","11","11","[9,11,3,7]","[3,7,9,11]","A_o014_r00329","4","[1,2,4,7]","A","28","13"
"30","","[4,3,1,2]","14","[1,2,3,4]","","","[9,11,7,3]","[3,7,9,11]","A_o014_r00330","4","[1,2,4,7]","A","28","13"
"30","","[2,3,4,1]","14","[1,2,3,4]","","","[11,3,7,9]","[3,7,9,11]","A_o014_r00331","4","[1,2,4,7]","A","28","13"
"30","","[2,4,3,1]","14","[1,2,3,4]","","","[11,3,9,7]","[3,7,9,11]","A_o014_r00332","4","[1,2,4,7]","A","28","13"
"30","","[3,2,4,1]","14","[1,2,3,4]","","","[11,7,3,9]","[3,7,9,11]","A_o014_r00333","4","[1,2,4,7]","A","28","13"
"30","","[4,2,3,1]","14","[1,2,3,4]","","","[11,7,9,3]","[3,7,9,11]","A_o014_r00334","4","[1,2,4,7]","A","28","13"
"30","","[3,4,2,1]","14","[1,2,3,4]","","","[11,9,3,7]","[3,7,9,11]","A_o014_r00335","4","[1,2,4,7]","A","28","13"
"30","","[4,3,2,1]","14","[1,2,3,4]","","","[11,9,7,3]","[3,7,9,11]","A_o014_r00336","4","[1,2,4,7]","A","28","13"
"32","0","[1,2,3,4]","14","[1,2,3,4]","3","3","[5,7,9,11]","[5,7,9,11]","A_o015_r00337","4","[1,2,4,7]","A","7","3"
"32","1","[1,2,4,3]","14","[1,2,3,4]","4","5","[5,7,11,9]","[5,7,9,11]","A_o015_r00338","4","[1,2,4,7]","A","7","3"
"32","","[1,3,2,4]","14","[1,2,3,4]","","","[5,9,7,11]","[5,7,9,11]","A_o015_r00339","4","[1,2,4,7]","A","7","3"
"32","2","[1,4,2,3]","14","[1,2,3,4]","5","7","[5,9,11,7]","[5,7,9,11]","A_o015_r00340","4","[1,2,4,7]","A","7","3"
"32","","[1,3,4,2]","14","[1,2,3,4]","","","[5,11,7,9]","[5,7,9,11]","A_o015_r00341","4","[1,2,4,7]","A","7","3"
"32","0","[1,4,3,2]","14","[1,2,3,4]","7","7","[5,11,9,7]","[5,7,9,11]","A_o015_r00342","4","[1,2,4,7]","A","7","3"
"32","","[2,1,3,4]","14","[1,2,3,4]","","","[7,5,9,11]","[5,7,9,11]","A_o015_r00343","4","[1,2,4,7]","A","7","3"
"32","","[2,1,4,3]","14","[1,2,3,4]","","","[7,5,11,9]","[5,7,9,11]","A_o015_r00344","4","[1,2,4,7]","A","7","3"
"32","","[3,1,2,4]","14","[1,2,3,4]","","","[7,9,5,11]","[5,7,9,11]","A_o015_r00345","4","[1,2,4,7]","A","7","3"
"32","2","[4,1,2,3]","14","[1,2,3,4]","7","9","[7,9,11,5]","[5,7,9,11]","A_o015_r00346","4","[1,2,4,7]","A","7","3"
"32","","[3,1,4,2]","14","[1,2,3,4]","","","[7,11,5,9]","[5,7,9,11]","A_o015_r00347","4","[1,2,4,7]","A","7","3"
"32","0","[4,1,3,2]","14","[1,2,3,4]","9","9","[7,11,9,5]","[5,7,9,11]","A_o015_r00348","4","[1,2,4,7]","A","7","3"
"32","","[2,3,1,4]","14","[1,2,3,4]","","","[9,5,7,11]","[5,7,9,11]","A_o015_r00349","4","[1,2,4,7]","A","7","3"
"32","","[2,4,1,3]","14","[1,2,3,4]","","","[9,5,11,7]","[5,7,9,11]","A_o015_r00350","4","[1,2,4,7]","A","7","3"
"32","","[3,2,1,4]","14","[1,2,3,4]","","","[9,7,5,11]","[5,7,9,11]","A_o015_r00351","4","[1,2,4,7]","A","7","3"
"32","","[4,2,1,3]","14","[1,2,3,4]","","","[9,7,11,5]","[5,7,9,11]","A_o015_r00352","4","[1,2,4,7]","A","7","3"
"32","","[3,4,1,2]","14","[1,2,3,4]","","","[9,11,5,7]","[5,7,9,11]","A_o015_r00353","4","[1,2,4,7]","A","7","3"
"32","","[4,3,1,2]","14","[1,2,3,4]","","","[9,11,7,5]","[5,7,9,11]","A_o015_r00354","4","[1,2,4,7]","A","7","3"
