"D","Delta","EDD_order","P","SPT_order","TT_EDD","TT_SPT","d_by_rank","d_multiset","instance_id","n","p_by_rank","panel","tau_den","tau_num"
"45","-14","[5,1,2,4,3]","25","[1,2,3,4,5]","38","24","[3,9,17,15,1]","[1,3,9,15,17]","B_o031_r03996","5","[1,2,4,7,11]","B","25","16"
"45","3","[3,1,4,2,5]","25","[1,2,3,4,5]","16","19","[3,15,1,9,17]","[1,3,9,15,17]","B_o031_r03997","5","[1,2,4,7,11]","B","25","16"
"45","-1","[3,1,5,2,4]","25","[1,2,3,4,5]","23","22","[3,15,1,17,9]","[1,3,9,15,17]","B_o031_r03998","5","[1,2,4,7,11]","B","25","16"
"45","-1","[4,1,3,2,5]","25","[1,2,3,4,5]","22","21","[3,15,9,1,17]","[1,3,9,15,17]","B_o031_r03999","5","[1,2,4,7,11]","B","25","16"
"45","","[5,1,3,2,4]","25","[1,2,3,4,5]","","","[3,15,9,17,1]","[1,3,9,15,17]","B_o031_r04000","5","[1,2,4,7,11]","B","25","16"
"45","-6","[4,1,5,2,3]","25","[1,2,3,4,5]","35","29","[3,15,17,1,9]","[1,3,9,15,17]","B_o031_r04001","5","[1,2,4,7,11]","B","25","16"
"45","-14","[5,1,4,2,3]","25","[1,2,3,4,5]","43","29","[3,15,17,9,1]","[1,3,9,15,17]","B_o031_r04002","5","[1,2,4,7,11]","B","25","16"
"45","-3","[3,1,4,5,2]","25","[1,2,3,4,5]","24","21","[3,17,1,9,15]","[1,3,9,15,17]","B_o031_r04003","5","[1,2,4,7,11]","B","25","16"
"45","","[3,1,5,4,2]","25","[1,2,3,4,5]","","","[3,17,1,15,9]","[1,3,9,15,17]","B_o031_r04004","5","[1,2,4,7,11]","B","25","16"
"45","-7","[4,1,3,5,2]","25","[1,2,3,4,5]","30","23","[3,17,9,1,15]","[1,3,9,15,17]","B_o031_r04005","5","[1,2,4,7,11]","B","25","16"
"45","","[5,1,3,4,2]","25","[1,2,3,4,5]","","","[3,17,9,15,1]","[1,3,9,15,17]","B_o031_r04006","5","[1,2,4,7,11]","B","25","16"
"45","","[4,1,5,3,2]","25","[1,2,3,4,5]","","","[3,17,15,1,9]","[1,3,9,15,17]","B_o031_r04007","5","[1,2,4,7,11]","B","25","16"
"45","","[5,1,4,3,2]","25","[1,2,3,4,5]","","","[3,17,15,9,1]","[1,3,9,15,17]","B_o031_r04008","5","[1,2,4,7,11]","B","25","16"
"45","2","[2,3,1,4,5]","25","[1,2,3,4,5]","12","14","[9,1,3,15,17]","[1,3,9,15,17]","B_o031_r04009","5","[1,2,4,7,11]","B","25","16"
"45","1","[2,3,1,5,4]","25","[1,2,3,4,5]","15","16","[9,1,3,17,15]","[1,3,9,15,17]","B_o031_r04010","5","[1,2,4,7,11]","B","25","16"
"45","","[2,4,1,3,5]","25","[1,2,3,4,5]","","","[9,1,15,3,17]","[1,3,9,15,17]","B_o031_r04011","5","[1,2,4,7,11]","B","25","16"
"45","-3","[2,5,1,3,4]","25","[1,2,3,4,5]","27","24","[9,1,15,17,3]","[1,3,9,15,17]","B_o031_r04012","5","[1,2,4,7,11]","B","25","16"
"45","","[2,4,1,5,3]","25","[1,2,3,4,5]","","","[9,1,17,3,15]","[1,3,9,15,17]","B_o031_r04013","5","[1,2,4,7,11]","B","25","16"
"45","-6","[2,5,1,4,3]","25","[1,2,3,4,5]","30","24","[9,1,17,15,3]","[1,3,9,15,17]","B_o031_r04014","5","[1,2,4,7,11]","B","25","16"
"45","0","[3,2,1,4,5]","25","[1,2,3,4,5]","14","14","[9,3,1,15,17]","[1,3,9,15,17]","B_o031_r04015","5","[1,2,4,7,11]","B","25","16"
"45","-1","[3,2,1,5,4]","25","[1,2,3,4,5]","17","16","[9,3,1,17,15]","[1,3,9,15,17]","B_o031_r04016","5","[1,2,4,7,11]","B","25","16"
"45","","[4,2,1,3,5]","25","[1,2,3,4,5]","","","[9,3,15,1,17]","[1,3,9,15,17]","B_o031_r04017","5","[1,2,4,7,11]","B","25","16"
"45","","[5,2,1,3,4]","25","[1,2,3,4,5]","","","[9,3,15,17,1]","[1,3,9,15,17]","B_o031_r04018","5","[1,2,4,7,11]","B","25","16"
"45","","[4,2,1,5,3]","25","[1,2,3,4,5]","","","[9,3,17,1,15]","[1,3,9,15,17]","B_o031_r04019","5","[1,2,4,7,11]","B","25","16"
"45","","[5,2,1,4,3]","25","[1,2,3,4,5]","","","[9,3,17,15,1]","[1,3,9,15,17]","B_o031_r04020","5","[1,2,4,7,11]","B","25","16"
"45","3","[3,4,1,2,5]","25","[1,2,3,4,5]","22","25","[9,15,1,3,17]","[1,3,9,15,17]","B_o031_r04021","5","[1,2,4,7,11]","B","25","16"
"45","-5","[3,5,1,2,4]","25","[1,2,3,4,5]","33","28","[9,15,1,17,3]","[1,3,9,15,17]","B_o031_r04022","5","[1,2,4,7,11]","B","25","16"
"45","0","[4,3,1,2,5]","25","[1,2,3,4,5]","25","25","[9,15,3,1,17]","[1,3,9,15,17]","B_o031_r04023","5","[1,2,4,7,11]","B","25","16"
"45","-12","[5,3,1,2,4]","25","[1,2,3,4,5]","40","28","[9,15,3,17,1]","[1,3,9,15,17]","B_o031_r04024","5","[1,2,4,7,11]","B","25","16"
"45","-10","[4,5,1,2,3]","25","[1,2,3,4,5]","45","35","[9,15,17,1,3]","[1,3,9,15,17]","B_o031_r04025","5","[1,2,4,7,11]","B","25","16"
"45","-14","[5,4,1,2,3]","25","[1,2,3,4,5]","49","35","[9,15,17,3,1]","[1,3,9,15,17]","B_o031_r04026","5","[1,2,4,7,11]","B","25","16"
"45","-3","[3,4,1,5,2]","25","[1,2,3,4,5]","30","27","[9,17,1,3,15]","[1,3,9,15,17]","B_o031_r04027","5","[1,2,4,7,11]","B","25","16"
"45","","[3,5,1,4,2]","25","[1,2,3,4,5]","","","[9,17,1,15,3]","[1,3,9,15,17]","B_o031_r04028","5","[1,2,4,7,11]","B","25","16"
"45","-6","[4,3,1,5,2]","25","[1,2,3,4,5]","33","27","[9,17,3,1,15]","[1,3,9,15,17]","B_o031_r04029","5","[1,2,4,7,11]","B","25","16"
"45","","[5,3,1,4,2]","25","[1,2,3,4,5]","","","[9,17,3,15,1]","[1,3,9,15,17]","B_o031_r04030","5","[1,2,4,7,11]","B","25","16"
"45","","[4,5,1,3,2]","25","[1,2,3,4,5]","","","[9,17,15,1,3]","[1,3,9,15,17]","B_o031_r04031","5","[1,2,4,7,11]","B","25","16"
"45","","[5,4,1,3,2]","25","[1,2,3,4,5]","","","[9,17,15,3,1]","[1,3,9,15,17]","B_o031_r04032","5","[1,2,4,7,11]","B","25","16"
"45","3","[2,3,4,1,5]","25","[1,2,3,4,5]","16","19","[15,1,3,9,17]","[1,3,9,15,17]","B_o031_r04033","5","[1,2,4,7,11]","B","25","16"
"45","-1","[2,3,5,1,4]","25","[1,2,3,4,5]","23","22","[15,1,3,17,9]","[1,3,9,15,17]","B_o031_r04034","5","[1,2,4,7,11]","B","25","16"
"45","","[2,4,3,1,5]","25","[1,2,3,4,5]","","","[15,1,9,3,17]","[1,3,9,15,17]","B_o031_r04035","5","[1,2,4,7,11]","B","25","16"
"45","","[2,5,3,1,4]","25","[1,2,3,4,5]","","","[15,1,9,17,3]","[1,3,9,15,17]","B_o031_r04036","5","[1,2,4,7,11]","B","25","16"
"45","-3","[2,4,5,1,3]","25","[1,2,3,4,5]","32","29","[15,1,17,3,9]","[1,3,9,15,17]","B_o031_r04037","5","[1,2,4,7,11]","B","25","16"
"45","-7","[2,5,4,1,3]","25","[1,2,3,4,5]","36","29","[15,1,17,9,3]","[1,3,9,15,17]","B_o031_r04038","5","[1,2,4,7,11]","B","25","16"
"45","1","[3,2,4,1,5]","25","[1,2,3,4,5]","18","19","[15,3,1,9,17]","[1,3,9,15,17]","B_o031_r04039","5","[1,2,4,7,11]","B","25","16"
"45","-3","[3,2,5,1,4]","25","[1,2,3,4,5]","25","22","[15,3,1,17,9]","[1,3,9,15,17]","B_o031_r04040","5","[1,2,4,7,11]","B","25","16"
"45","","[4,2,3,1,5]","25","[1,2,3,4,5]","","","[15,3,9,1,17]","[1,3,9,15,17]","B_o031_r04041","5","[1,2,4,7,11]","B","25","16"
"45","","[5,2,3,1,4]","25","[1,2,3,4,5]","","","[15,3,9,17,1]","[1,3,9,15,17]","B_o031_r04042","5","[1,2,4,7,11]","B","25","16"
"45","-8","[4,2,5,1,3]","25","[1,2,3,4,5]","37","29","[15,3,17,1,9]","[1,3,9,15,17]","B_o031_r04043","5","[1,2,4,7,11]","B","25","16"
"45","-16","[5,2,4,1,3]","25","[1,2,3,4,5]","45","29","[15,3,17,9,1]","[1,3,9,15,17]","B_o031_r04044","5","[1,2,4,7,11]","B","25","16"
"45","2","[3,4,2,1,5]","25","[1,2,3,4,5]","23","25","[15,9,1,3,17]","[1,3,9,15,17]","B_o031_r04045","5","[1,2,4,7,11]","B","25","16"
"45","","[3,5,2,1,4]","25","[1,2,3,4,5]","","","[15,9,1,17,3]","[1,3,9,15,17]","B_o031_r04046","5","[1,2,4,7,11]","B","25","16"
"45","-1","[4,3,2,1,5]","25","[1,2,3,4,5]","26","25","[15,9,3,1,17]","[1,3,9,15,17]","B_o031_r04047","5","[1,2,4,7,11]","B","25","16"
"45","","[5,3,2,1,4]","25","[1,2,3,4,5]","","","[15,9,3,17,1]","[1,3,9,15,17]","B_o031_r04048","5","[1,2,4,7,11]","B","25","16"
"45","-11","[4,5,2,1,3]","25","[1,2,3,4,5]","46","35","[15,9,17,1,3]","[1,3,9,15,17]","B_o031_r04049","5","[1,2,4,7,11]","B","25","16"
"45","-15","[5,4,2,1,3]","25","[1,2,3,4,5]","50","35","[15,9,17,3,1]","[1,3,9,15,17]","B_o031_r04050","5","[1,2,4,7,11]","B","25","16"
"45","-7","[3,4,5,1,2]","25","[1,2,3,4,5]","40","33","[15,17,1,3,9]","[1,3,9,15,17]","B_o031_r04051","5","[1,2,4,7,11]","B","25","16"
"45","-11","[3,5,4,1,2]","25","[1,2,3,4,5]","44","33","[15,17,1,9,3]","[1,3,9,15,17]","B_o031_r04052","5","[1,2,4,7,11]","B","25","16"
"45","-10","[4,3,5,1,2]","25","[1,2,3,4,5]","43","33","[15,17,3,1,9]","[1,3,9,15,17]","B_o031_r04053","5","[1,2,4,7,11]","B","25","16"
"45","-18","[5,3,4,1,2]","25","[1,2,3,4,5]","51","33","[15,17,3,9,1]","[1,3,9,15,17]","B_o031_r04054","5","[1,2,4,7,11]","B","25","16"
"45","-15","[4,5,3,1,2]","25","[1,2,3,4,5]","50","35","[15,17,9,1,3]","[1,3,9,15,17]","B_o031_r04055","5","[1,2,4,7,11]","B","25","16"
"45","-19","[5,4,3,1,2]","25","[1,2,3,4,5]","54","35","[15,17,9,3,1]","[1,3,9,15,17]","B_o031_r04056","5","[1,2,4,7,11]","B","25","16"
"45","-4","[2,3,4,5,1]","25","[1,2,3,4,5]","25","21","[17,1,3,9,15]","[1,3,9,15,17]","B_o031_r04057","5","[1,2,4,7,11]","B","25","16"
"45","","[2,3,5,4,1]","25","[1,2,3,4,5]","","","[17,1,3,15,9]","[1,3,9,15,17]","B_o031_r04058","5","[1,2,4,7,11]","B","25","16"
"45","","[2,4,3,5,1]","25","[1,2,3,4,5]","","","[17,1,9,3,15]","[1,3,9,15,17]","B_o031_r04059","5","[1,2,4,7,11]","B","25","16"
"45","","[2,5,3,4,1]","25","[1,2,3,4,5]","","","[17,1,9,15,3]","[1,3,9,15,17]","B_o031_r04060","5","[1,2,4,7,11]","B","25","16"
"45","","[2,4,5,3,1]","25","[1,2,3,4,5]","","","[17,1,15,3,9]","[1,3,9,15,17]","B_o031_r04061","5","[1,2,4,7,11]","B","25","16"
"45","","[2,5,4,3,1]","25","[1,2,3,4,5]","","","[17,1,15,9,3]","[1,3,9,15,17]","B_o031_r04062","5","[1,2,4,7,11]","B","25","16"
"45","-6","[3,2,4,5,1]","25","[1,2,3,4,5]","27","21","[17,3,1,9,15]","[1,3,9,15,17]","B_o031_r04063","5","[1,2,4,7,11]","B","25","16"
"45","","[3,2,5,4,1]","25","[1,2,3,4,5]","","","[17,3,1,15,9]","[1,3,9,15,17]","B_o031_r04064","5","[1,2,4,7,11]","B","25","16"
"45","","[4,2,3,5,1]","25","[1,2,3,4,5]","","","[17,3,9,1,15]","[1,3,9,15,17]","B_o031_r04065","5","[1,2,4,7,11]","B","25","16"
"45","","[5,2,3,4,1]","25","[1,2,3,4,5]","","","[17,3,9,15,1]","[1,3,9,15,17]","B_o031_r04066","5","[1,2,4,7,11]","B","25","16"
"45","","[4,2,5,3,1]","25","[1,2,3,4,5]","","","[17,3,15,1,9]","[1,3,9,15,17]","B_o031_r04067","5","[1,2,4,7,11]","B","25","16"
"45","","[5,2,4,3,1]","25","[1,2,3,4,5]","","","[17,3,15,9,1]","[1,3,9,15,17]","B_o031_r04068","5","[1,2,4,7,11]","B","25","16"
"45","-5","[3,4,2,5,1]","25","[1,2,3,4,5]","32","27","[17,9,1,3,15]","[1,3,9,15,17]","B_o031_r04069","5","[1,2,4,7,11]","B","25","16"
"45","","[3,5,2,4,1]","25","[1,2,3,4,5]","","","[17,9,1,15,3]","[1,3,9,15,17]","B_o031_r04070","5","[1,2,4,7,11]","B","25","16"
"45","-8","[4,3,2,5,1]","25","[1,2,3,4,5]","35","27","[17,9,3,1,15]","[1,3,9,15,17]","B_o031_r04071","5","[1,2,4,7,11]","B","25","16"
"45","","[5,3,2,4,1]","25","[1,2,3,4,5]","","","[17,9,3,15,1]","[1,3,9,15,17]","B_o031_r04072","5","[1,2,4,7,11]","B","25","16"
"45","","[4,5,2,3,1]","25","[1,2,3,4,5]","","","[17,9,15,1,3]","[1,3,9,15,17]","B_o031_r04073","5","[1,2,4,7,11]","B","25","16"
"45","","[5,4,2,3,1]","25","[1,2,3,4,5]","","","[17,9,15,3,1]","[1,3,9,15,17]","B_o031_r04074","5","[1,2,4,7,11]","B","25","16"
"45","","[3,4,5,2,1]","25","[1,2,3,4,5]","","","[17,15,1,3,9]","[1,3,9,15,17]","B_o031_r04075","5","[1,2,4,7,11]","B","25","16"
"45","","[3,5,4,2,1]","25","[1,2,3,4,5]","","","[17,15,1,9,3]","[1,3,9,15,17]","B_o031_r04076","5","[1,2,4,7,11]","B","25","16"
"45","","[4,3,5,2,1]","25","[1,2,3,4,5]","","","[17,15,3,1,9]","[1,3,9,15,17]","B_o031_r04077","5","[1,2,4,7,11]","B","25","16"
"45","","[5,3,4,2,1]","25","[1,2,3,4,5]","","","[17,15,3,9,1]","[1,3,9,15,17]","B_o031_r04078","5","[1,2,4,7,11]","B","25","16"
"45","","[4,5,3,2,1]","25","[1,2,3,4,5]","","","[17,15,9,1,3]","[1,3,9,15,17]","B_o031_r04079","5","[1,2,4,7,11]","B","25","16"
"45","","[5,4,3,2,1]","25","[1,2,3,4,5]","","","[17,15,9,3,1]","[1,3,9,15,17]","B_o031_r04080","5","[1,2,4,7,11]","B","25","16"
"43","0","[1,2,3,4,5]","25","[1,2,3,4,5]","11","11","[1,3,11,13,15]","[1,3,11,13,15]","B_o032_r04081","5","[1,2,4,7,11]","B","125","82"
"43","-3","[1,2,3,5,4]","25","[1,2,3,4,5]","15","12","[1,3,11,15,13]","[1,3,11,13,15]","B_o032_r04082","5","[1,2,4,7,11]","B","125","82"
"43","2","[1,2,4,3,5]","25","[1,2,3,4,5]","11","13","[1,3,13,11,15]","[1,3,11,13,15]","B_o032_r04083","5","[1,2,4,7,11]","B","125","82"
"43","-4","[1,2,5,3,4]","25","[1,2,3,4,5]","18","14","[1,3,13,15,11]","[1,3,11,13,15]","B_o032_r04084","5","[1,2,4,7,11]","B","125","82"
"43","-3","[1,2,4,5,3]","25","[1,2,3,4,5]","18","15","[1,3,15,11,13]","[1,3,11,13,15]","B_o032_r04085","5","[1,2,4,7,11]","B","125","82"
"43","-6","[1,2,5,4,3]","25","[1,2,3,4,5]","21","15","[1,3,15,13,11]","[1,3,11,13,15]","B_o032_r04086","5","[1,2,4,7,11]","B","125","82"
"43","2","[1,3,2,4,5]","25","[1,2,3,4,5]","13","15","[1,11,3,13,15]","[1,3,11,13,15]","B_o032_r04087","5","[1,2,4,7,11]","B","125","82"
"43","-1","[1,3,2,5,4]","25","[1,2,3,4,5]","17","16","[1,11,3,15,13]","[1,3,11,13,15]","B_o032_r04088","5","[1,2,4,7,11]","B","125","82"
"43","5","[1,4,2,3,5]","25","[1,2,3,4,5]","16","21","[1,11,13,3,15]","[1,3,11,13,15]","B_o032_r04089","5","[1,2,4,7,11]","B","125","82"
"43","-5","[1,5,2,3,4]","25","[1,2,3,4,5]","27","22","[1,11,13,15,3]","[1,3,11,13,15]","B_o032_r04090","5","[1,2,4,7,11]","B","125","82"
"43","0","[1,4,2,5,3]","25","[1,2,3,4,5]","23","23","[1,11,15,3,13]","[1,3,11,13,15]","B_o032_r04091","5","[1,2,4,7,11]","B","125","82"
"43","-7","[1,5,2,4,3]","25","[1,2,3,4,5]","30","23","[1,11,15,13,3]","[1,3,11,13,15]","B_o032_r04092","5","[1,2,4,7,11]","B","125","82"
"43","3","[1,3,4,2,5]","25","[1,2,3,4,5]","14","17","[1,13,3,11,15]","[1,3,11,13,15]","B_o032_r04093","5","[1,2,4,7,11]","B","125","82"
"43","-4","[1,3,5,2,4]","25","[1,2,3,4,5]","22","18","[1,13,3,15,11]","[1,3,11,13,15]","B_o032_r04094","5","[1,2,4,7,11]","B","125","82"
"43","4","[1,4,3,2,5]","25","[1,2,3,4,5]","17","21","[1,13,11,3,15]","[1,3,11,13,15]","B_o032_r04095","5","[1,2,4,7,11]","B","125","82"
"43","","[1,5,3,2,4]","25","[1,2,3,4,5]","","","[1,13,11,15,3]","[1,3,11,13,15]","B_o032_r04096","5","[1,2,4,7,11]","B","125","82"
"43","-6","[1,4,5,2,3]","25","[1,2,3,4,5]","31","25","[1,13,15,3,11]","[1,3,11,13,15]","B_o032_r04097","5","[1,2,4,7,11]","B","125","82"
"43","","[1,5,4,2,3]","25","[1,2,3,4,5]","","","[1,13,15,11,3]","[1,3,11,13,15]","B_o032_r04098","5","[1,2,4,7,11]","B","125","82"
"43","-4","[1,3,4,5,2]","25","[1,2,3,4,5]","23","19","[1,15,3,11,13]","[1,3,11,13,15]","B_o032_r04099","5","[1,2,4,7,11]","B","125","82"
"43","-8","[1,3,5,4,2]","25","[1,2,3,4,5]","27","19","[1,15,3,13,11]","[1,3,11,13,15]","B_o032_r04100","5","[1,2,4,7,11]","B","125","82"
"43","-3","[1,4,3,5,2]","25","[1,2,3,4,5]","26","23","[1,15,11,3,13]","[1,3,11,13,15]","B_o032_r04101","5","[1,2,4,7,11]","B","125","82"
"43","-11","[1,5,3,4,2]","25","[1,2,3,4,5]","34","23","[1,15,11,13,3]","[1,3,11,13,15]","B_o032_r04102","5","[1,2,4,7,11]","B","125","82"
"43","-8","[1,4,5,3,2]","25","[1,2,3,4,5]","33","25","[1,15,13,3,11]","[1,3,11,13,15]","B_o032_r04103","5","[1,2,4,7,11]","B","125","82"
"43","-12","[1,5,4,3,2]","25","[1,2,3,4,5]","37","25","[1,15,13,11,3]","[1,3,11,13,15]","B_o032_r04104","5","[1,2,4,7,11]","B","125","82"
"43","1","[2,1,3,4,5]","25","[1,2,3,4,5]","12","13","[3,1,11,13,15]","[1,3,11,13,15]","B_o032_r04105","5","[1,2,4,7,11]","B","125","82"
"43","-2","[2,1,3,5,4]","25","[1,2,3,4,5]","16","14","[3,1,11,15,13]","[1,3,11,13,15]","B_o032_r04106","5","[1,2,4,7,11]","B","125","82"
"43","3","[2,1,4,3,5]","25","[1,2,3,4,5]","12","15","[3,1,13,11,15]","[1,3,11,13,15]","B_o032_r04107","5","[1,2,4,7,11]","B","125","82"
"43","-3","[2,1,5,3,4]","25","[1,2,3,4,5]","19","16","[3,1,13,15,11]","[1,3,11,13,15]","B_o032_r04108","5","[1,2,4,7,11]","B","125","82"
"43","-2","[2,1,4,5,3]","25","[1,2,3,4,5]","19","17","[3,1,15,11,13]","[1,3,11,13,15]","B_o032_r04109","5","[1,2,4,7,11]","B","125","82"
"43","-5","[2,1,5,4,3]","25","[1,2,3,4,5]","22","17","[3,1,15,13,11]","[1,3,11,13,15]","B_o032_r04110","5","[1,2,4,7,11]","B","125","82"
"43","1","[3,1,2,4,5]","25","[1,2,3,4,5]","16","17","[3,11,1,13,15]","[1,3,11,13,15]","B_o032_r04111","5","[1,2,4,7,11]","B","125","82"
"43","-2","[3,1,2,5,4]","25","[1,2,3,4,5]","20","18","[3,11,1,15,13]","[1,3,11,13,15]","B_o032_r04112","5","[1,2,4,7,11]","B","125","82"
"43","1","[4,1,2,3,5]","25","[1,2,3,4,5]","22","23","[3,11,13,1,15]","[1,3,11,13,15]","B_o032_r04113","5","[1,2,4,7,11]","B","125","82"
"43","-13","[5,1,2,3,4]","25","[1,2,3,4,5]","37","24","[3,11,13,15,1]","[1,3,11,13,15]","B_o032_r04114","5","[1,2,4,7,11]","B","125","82"
"43","-4","[4,1,2,5,3]","25","[1,2,3,4,5]","29","25","[3,11,15,1,13]","[1,3,11,13,15]","B_o032_r04115","5","[1,2,4,7,11]","B","125","82"
"43","-15","[5,1,2,4,3]","25","[1,2,3,4,5]","40","25","[3,11,15,13,1]","[1,3,11,13,15]","B_o032_r04116","5","[1,2,4,7,11]","B","125","82"
"43","2","[3,1,4,2,5]","25","[1,2,3,4,5]","17","19","[3,13,1,11,15]","[1,3,11,13,15]","B_o032_r04117","5","[1,2,4,7,11]","B","125","82"
"43","-5","[3,1,5,2,4]","25","[1,2,3,4,5]","25","20","[3,13,1,15,11]","[1,3,11,13,15]","B_o032_r04118","5","[1,2,4,7,11]","B","125","82"
"43","0","[4,1,3,2,5]","25","[1,2,3,4,5]","23","23","[3,13,11,1,15]","[1,3,11,13,15]","B_o032_r04119","5","[1,2,4,7,11]","B","125","82"
"43","","[5,1,3,2,4]","25","[1,2,3,4,5]","","","[3,13,11,15,1]","[1,3,11,13,15]","B_o032_r04120","5","[1,2,4,7,11]","B","125","82"
"43","-10","[4,1,5,2,3]","25","[1,2,3,4,5]","37","27","[3,13,15,1,11]","[1,3,11,13,15]","B_o032_r04121","5","[1,2,4,7,11]","B","125","82"
"43","","[5,1,4,2,3]","25","[1,2,3,4,5]","","","[3,13,15,11,1]","[1,3,11,13,15]","B_o032_r04122","5","[1,2,4,7,11]","B","125","82"
"43","-5","[3,1,4,5,2]","25","[1,2,3,4,5]","26","21","[3,15,1,11,13]","[1,3,11,13,15]","B_o032_r04123","5","[1,2,4,7,11]","B","125","82"
"43","-9","[3,1,5,4,2]","25","[1,2,3,4,5]","30","21","[3,15,1,13,11]","[1,3,11,13,15]","B_o032_r04124","5","[1,2,4,7,11]","B","125","82"
"43","-7","[4,1,3,5,2]","25","[1,2,3,4,5]","32","25","[3,15,11,1,13]","[1,3,11,13,15]","B_o032_r04125","5","[1,2,4,7,11]","B","125","82"
"43","-19","[5,1,3,4,2]","25","[1,2,3,4,5]","44","25","[3,15,11,13,1]","[1,3,11,13,15]","B_o032_r04126","5","[1,2,4,7,11]","B","125","82"
"43","-12","[4,1,5,3,2]","25","[1,2,3,4,5]","39","27","[3,15,13,1,11]","[1,3,11,13,15]","B_o032_r04127","5","[1,2,4,7,11]","B","125","82"
"43","-20","[5,1,4,3,2]","25","[1,2,3,4,5]","47","27","[3,15,13,11,1]","[1,3,11,13,15]","B_o032_r04128","5","[1,2,4,7,11]","B","125","82"
"43","2","[2,3,1,4,5]","25","[1,2,3,4,5]","15","17","[11,1,3,13,15]","[1,3,11,13,15]","B_o032_r04129","5","[1,2,4,7,11]","B","125","82"
"43","-1","[2,3,1,5,4]","25","[1,2,3,4,5]","19","18","[11,1,3,15,13]","[1,3,11,13,15]","B_o032_r04130","5","[1,2,4,7,11]","B","125","82"
"43","5","[2,4,1,3,5]","25","[1,2,3,4,5]","18","23","[11,1,13,3,15]","[1,3,11,13,15]","B_o032_r04131","5","[1,2,4,7,11]","B","125","82"
"43","-5","[2,5,1,3,4]","25","[1,2,3,4,5]","29","24","[11,1,13,15,3]","[1,3,11,13,15]","B_o032_r04132","5","[1,2,4,7,11]","B","125","82"
"43","0","[2,4,1,5,3]","25","[1,2,3,4,5]","25","25","[11,1,15,3,13]","[1,3,11,13,15]","B_o032_r04133","5","[1,2,4,7,11]","B","125","82"
"43","-7","[2,5,1,4,3]","25","[1,2,3,4,5]","32","25","[11,1,15,13,3]","[1,3,11,13,15]","B_o032_r04134","5","[1,2,4,7,11]","B","125","82"
"43","0","[3,2,1,4,5]","25","[1,2,3,4,5]","17","17","[11,3,1,13,15]","[1,3,11,13,15]","B_o032_r04135","5","[1,2,4,7,11]","B","125","82"
"43","-3","[3,2,1,5,4]","25","[1,2,3,4,5]","21","18","[11,3,1,15,13]","[1,3,11,13,15]","B_o032_r04136","5","[1,2,4,7,11]","B","125","82"
"43","0","[4,2,1,3,5]","25","[1,2,3,4,5]","23","23","[11,3,13,1,15]","[1,3,11,13,15]","B_o032_r04137","5","[1,2,4,7,11]","B","125","82"
"43","","[5,2,1,3,4]","25","[1,2,3,4,5]","","","[11,3,13,15,1]","[1,3,11,13,15]","B_o032_r04138","5","[1,2,4,7,11]","B","125","82"
"43","-5","[4,2,1,5,3]","25","[1,2,3,4,5]","30","25","[11,3,15,1,13]","[1,3,11,13,15]","B_o032_r04139","5","[1,2,4,7,11]","B","125","82"
"43","","[5,2,1,4,3]","25","[1,2,3,4,5]","","","[11,3,15,13,1]","[1,3,11,13,15]","B_o032_r04140","5","[1,2,4,7,11]","B","125","82"
"43","","[3,4,1,2,5]","25","[1,2,3,4,5]","","","[11,13,1,3,15]","[1,3,11,13,15]","B_o032_r04141","5","[1,2,4,7,11]","B","125","82"
"43","-7","[3,5,1,2,4]","25","[1,2,3,4,5]","35","28","[11,13,1,15,3]","[1,3,11,13,15]","B_o032_r04142","5","[1,2,4,7,11]","B","125","82"
"43","","[4,3,1,2,5]","25","[1,2,3,4,5]","","","[11,13,3,1,15]","[1,3,11,13,15]","B_o032_r04143","5","[1,2,4,7,11]","B","125","82"
"43","-14","[5,3,1,2,4]","25","[1,2,3,4,5]","42","28","[11,13,3,15,1]","[1,3,11,13,15]","B_o032_r04144","5","[1,2,4,7,11]","B","125","82"
"43","-12","[4,5,1,2,3]","25","[1,2,3,4,5]","47","35","[11,13,15,1,3]","[1,3,11,13,15]","B_o032_r04145","5","[1,2,4,7,11]","B","125","82"
"43","-16","[5,4,1,2,3]","25","[1,2,3,4,5]","51","35","[11,13,15,3,1]","[1,3,11,13,15]","B_o032_r04146","5","[1,2,4,7,11]","B","125","82"
"43","","[3,4,1,5,2]","25","[1,2,3,4,5]","","","[11,15,1,3,13]","[1,3,11,13,15]","B_o032_r04147","5","[1,2,4,7,11]","B","125","82"
"43","-11","[3,5,1,4,2]","25","[1,2,3,4,5]","40","29","[11,15,1,13,3]","[1,3,11,13,15]","B_o032_r04148","5","[1,2,4,7,11]","B","125","82"
"43","","[4,3,1,5,2]","25","[1,2,3,4,5]","","","[11,15,3,1,13]","[1,3,11,13,15]","B_o032_r04149","5","[1,2,4,7,11]","B","125","82"
"43","-18","[5,3,1,4,2]","25","[1,2,3,4,5]","47","29","[11,15,3,13,1]","[1,3,11,13,15]","B_o032_r04150","5","[1,2,4,7,11]","B","125","82"
"43","-14","[4,5,1,3,2]","25","[1,2,3,4,5]","49","35","[11,15,13,1,3]","[1,3,11,13,15]","B_o032_r04151","5","[1,2,4,7,11]","B","125","82"
"43","-18","[5,4,1,3,2]","25","[1,2,3,4,5]","53","35","[11,15,13,3,1]","[1,3,11,13,15]","B_o032_r04152","5","[1,2,4,7,11]","B","125","82"
